"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3910781";"";"";"Small molecule";"";"338.44";"2";"8";"4.11";"70.40";"6";"2";"0";"3";"N";"0.56";"8.70";"3.88";"4.84";"4.82";"3";"MOL";"-1";"24";"5";"2";"0";"338.1201";"-1.77";"NEUTRAL";"C18H18N4OS";"C/C(=N\Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1O";"HCHDIFBEKSGQSP-SRZZPIQSSA-N"
"CHEMBL2059293";"";"";"Small molecule";"";"288.48";"2";"5";"5.11";"20.23";"1";"1";"1";"2";"N";"0.70";"None";"None";"4.59";"4.59";"0";"MOL";"-1";"21";"1";"1";"1";"288.2453";"3.37";"NEUTRAL";"C20H32O";"C=C[C@]1(C)CC[C@@]2(C)C3=CCC[C@](C)(CO)[C@@H]3CC[C@@H]2C1";"YQXKHENEQRLREB-YKXHTNLXSA-N"
"CHEMBL452151";"";"";"Small molecule";"";"346.47";"1";"1";"5.75";"40.46";"2";"2";"1";"4";"N";"0.63";"9.78";"None";"6.72";"6.72";"3";"MOL";"-1";"26";"2";"2";"1";"346.1933";"0.05";"NEUTRAL";"C24H26O2";"CC(C)(c1ccc(O)cc1)c1ccc(C(C)(C)c2ccc(O)cc2)cc1";"GIXXQTYGFOHYPT-UHFFFAOYSA-N"
"CHEMBL493430";"";"";"Small molecule";"";"532.55";"1";"2";"8.44";"104.74";"6";"0";"2";"9";"N";"0.11";"None";"None";"8.67";"8.67";"5";"MOL";"-1";"40";"8";"0";"2";"532.1634";"-0.44";"NEUTRAL";"C32H24N2O6";"CC(c1ccccc1)(c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1";"JNZUPVCYWQOETL-UHFFFAOYSA-N"
"CHEMBL1581396";"";"";"Small molecule";"";"374.23";"53";"71";"3.76";"55.40";"4";"1";"0";"5";"N";"0.64";"None";"1.35";"3.67";"3.67";"2";"MOL";"-1";"23";"4";"1";"0";"373.0314";"-0.39";"NEUTRAL";"C18H16BrNO3";"CNc1ccc(Br)cc(C(=O)/C=C/c2cccc(OC)c2)c1=O";"KFDKMBIZEXPTMG-RMKNXTFCSA-N"
"CHEMBL1540923";"";"";"Small molecule";"";"465.50";"17";"22";"5.15";"102.35";"7";"1";"1";"10";"N";"0.41";"9.08";"None";"3.22";"3.21";"3";"MOL";"-1";"34";"8";"1";"1";"465.1788";"-1.31";"NEUTRAL";"C26H27NO7";"CCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2ccco2)cc1OCC";"OHCJDSHHOCUMRP-UHFFFAOYSA-N"
"CHEMBL1347122";"";"";"Small molecule";"";"410.52";"37";"49";"6.17";"68.27";"6";"1";"1";"8";"N";"0.28";"7.91";"None";"5.08";"4.97";"4";"MOL";"-1";"28";"5";"1";"1";"410.0759";"-1.75";"NEUTRAL";"C21H18N2O3S2";"O=C(CCCSc1ccccc1)Nc1nc(-c2ccco2)c(-c2ccco2)s1";"COJVIAYNALTYEO-UHFFFAOYSA-N"
"CHEMBL1562843";"";"";"Small molecule";"";"442.43";"12";"13";"5.15";"106.01";"7";"1";"1";"6";"N";"0.41";"7.32";"None";"3.63";"3.29";"4";"MOL";"-1";"33";"8";"1";"1";"442.1165";"-1.46";"NEUTRAL";"C25H18N2O6";"Cc1cc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2cccc(Oc3ccccc3)c2)no1";"VXQIAZGZAQAYKQ-UHFFFAOYSA-N"
"CHEMBL1082144";"VERPROSIDE";"Verproside";"Small molecule";"";"498.44";"2";"5";"-2.31";"208.13";"13";"7";"2";"6";"N";"0.13";"8.56";"None";"-1.54";"-1.57";"1";"MOL";"-1";"35";"13";"7";"2";"498.1373";"2.76";"NEUTRAL";"C22H26O13";"O=C(O[C@H]1[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2[C@@]2(CO)O[C@@H]12)c1ccc(O)c(O)c1";"DBUOUVZMYWYRRI-YWEKDMGLSA-N"
"CHEMBL1438291";"";"";"Small molecule";"";"446.48";"16";"18";"5.10";"79.73";"5";"1";"1";"7";"N";"0.51";"7.71";"2.32";"4.67";"4.49";"3";"MOL";"-1";"33";"6";"1";"1";"446.1642";"-1.49";"NEUTRAL";"C26H23FN2O4";"CCCOc1ccc(C(=O)C2=C(O)C(=O)N(c3ccccn3)C2c2ccccc2F)cc1C";"WUFDHUTXBVGMFP-UHFFFAOYSA-N"
"CHEMBL1909743";"";"";"Small molecule";"";"408.84";"3";"5";"5.31";"68.90";"5";"1";"1";"6";"N";"0.47";"7.84";"None";"6.16";"6.03";"4";"MOL";"-1";"29";"5";"1";"1";"408.0765";"0.16";"NEUTRAL";"C23H17ClO5";"O=c1cc(OCc2ccccc2)oc2ccc(OCc3cccc(Cl)c3)c(O)c12";"LZWBQCNYVBFTKO-UHFFFAOYSA-N"
"CHEMBL3965951";"";"";"Small molecule";"";"363.45";"2";"8";"3.81";"82.70";"5";"3";"0";"3";"N";"0.48";"13.30";"3.14";"4.44";"4.44";"4";"MOL";"-1";"26";"6";"3";"0";"363.1154";"-2.04";"NEUTRAL";"C19H17N5OS";"O=C(NNc1ncnc2sc3c(c12)CCCC3)c1cc2ccccc2[nH]1";"AEODOODLTVSJEW-UHFFFAOYSA-N"
"CHEMBL1092202";"";"";"Small molecule";"";"414.25";"3";"6";"4.64";"84.08";"4";"2";"0";"3";"N";"0.48";"13.28";"1.63";"5.72";"5.72";"4";"MOL";"-1";"28";"6";"2";"0";"413.0334";"-0.79";"NEUTRAL";"C20H13Cl2N3O3";"COc1cccc2c(=O)c3cc(Cl)cc(C(=O)Nc4cc(Cl)ccn4)c3[nH]c12";"GQTWBBSVPZQOLR-UHFFFAOYSA-N"
"CHEMBL53605";"";"";"Small molecule";"";"295.13";"64";"69";"2.94";"92.51";"5";"3";"0";"2";"N";"0.68";"4.75";"2.12";"2.61";"1.71";"1";"MOL";"-1";"19";"6";"4";"0";"294.0187";"-1.60";"ACID";"C11H8Cl2N6";"Nc1[nH]c(Nc2ccc(Cl)c(Cl)c2)nc2ncnc1-2";"QUQWBNJQTLWIEB-UHFFFAOYSA-N"
"CHEMBL1771795";"";"";"Small molecule";"";"372.43";"1";"1";"4.25";"76.14";"5";"2";"0";"5";"N";"0.51";"12.56";"8.47";"3.57";"2.54";"4";"MOL";"-1";"28";"6";"2";"0";"372.1586";"-1.36";"NEUTRAL";"C22H20N4O2";"CCOc1ccc2c(NNC(=O)c3cc4ccccc4cn3)cc(C)nc2c1";"BPCYVDUEVFYMAD-UHFFFAOYSA-N"
"CHEMBL549646";"";"";"Small molecule";"";"331.75";"3";"4";"3.15";"82.70";"5";"3";"0";"4";"N";"0.64";"7.36";"8.00";"2.84";"2.85";"3";"MOL";"-1";"23";"5";"3";"0";"331.0611";"0.11";"NEUTRAL";"C17H14ClNO4";"O=c1cc(CNCc2ccc(Cl)cc2)oc2ccc(O)c(O)c12";"JROPJZCFMVXIOG-UHFFFAOYSA-N"
"CHEMBL1449425";"";"";"Small molecule";"";"412.45";"18";"19";"4.19";"99.42";"4";"2";"0";"8";"N";"0.43";"4.06";"None";"4.31";"1.19";"3";"MOL";"-1";"31";"6";"2";"0";"412.1423";"-0.85";"ACID";"C25H20N2O4";"N#C/C(=C\c1ccc(OCc2ccc(C(=O)O)cc2)cc1)C(=O)NCc1ccccc1";"CPILICKJALBYDF-HYARGMPZSA-N"
"CHEMBL4076373";"";"";"Small molecule";"";"492.71";"2";"5";"1.46";"98.82";"8";"2";"0";"12";"N";"0.44";"8.51";"7.16";"1.14";"1.08";"2";"MOL";"-1";"30";"8";"2";"0";"492.0993";"-1.49";"NEUTRAL";"C18H28N4O4S4";"O=S(=O)(NCCCN1CCN(CCCNS(=O)(=O)c2cccs2)CC1)c1cccs1";"YYQNIDLPKURHBO-UHFFFAOYSA-N"
"CHEMBL1254679";"";"";"Small molecule";"";"461.60";"3";"3";"0.62";"107.71";"8";"4";"0";"6";"N";"0.49";"10.74";"8.18";"-1.79";"-3.02";"1";"MOL";"-1";"33";"8";"4";"0";"461.2890";"-0.10";"NEUTRAL";"C25H39N3O5";"O=c1c(CN2CCC(O)CC2)cc(CN2CCC(O)CC2)cc(CN2CCC(O)CC2)c1O";"NUZFHSPLRPISGV-UHFFFAOYSA-N"
"CHEMBL602213";"";"GNF-Pf-3464";"Small molecule";"";"430.33";"37";"47";"4.57";"60.48";"5";"0";"0";"2";"N";"0.70";"None";"None";"3.80";"3.80";"2";"MOL";"-1";"26";"5";"0";"0";"429.0147";"-1.78";"NEUTRAL";"C19H16BrN3O2S";"Cc1ccc(C2CC(=O)N3CN(c4ccc(Br)cc4)CSC3=C2C#N)o1";"DCNZODDMKOTPHQ-UHFFFAOYSA-N"
"CHEMBL4077120";"";"";"Small molecule";"";"542.60";"2";"4";"0.38";"185.10";"10";"2";"1";"12";"N";"0.28";"9.19";"6.23";"1.18";"1.15";"2";"MOL";"-1";"36";"14";"2";"2";"542.1254";"-1.15";"NEUTRAL";"C20H26N6O8S2";"O=[N+]([O-])c1ccc(S(=O)(=O)NCCN2CCN(CCNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1";"FGDVPDRLCJTJAN-UHFFFAOYSA-N"
"CHEMBL3415713";"";"";"Small molecule";"";"317.43";"3";"10";"5.09";"14.16";"2";"0";"1";"4";"N";"0.65";"None";"None";"5.63";"5.63";"3";"MOL";"-1";"24";"2";"0";"1";"317.1780";"-0.82";"NEUTRAL";"C22H23NO";"COc1ccc(-c2cc3c(n2Cc2ccccc2)CCCC3)cc1";"BWPDZQXJMXNZDX-UHFFFAOYSA-N"
"CHEMBL4460953";"";"";"Unknown";"";"362.41";"4";"5";"4.50";"77.00";"6";"1";"0";"4";"N";"0.58";"None";"3.82";"3.04";"3.04";"4";"MOL";"-1";"26";"6";"1";"0";"362.0837";"-1.76";"NEUTRAL";"C19H14N4O2S";"CC(=O)Nc1ccc(Oc2ncccc2-c2nc3ccncc3s2)cc1";"RCNCAGCWVSPJGG-UHFFFAOYSA-N"
"CHEMBL177820";"TETRABROMOBENZOTRIAZOLE";"4,5,6,7-Tetrabromobenzotriazole";"Small molecule";"";"434.71";"146";"271";"4.01";"41.57";"2";"1";"0";"0";"N";"0.50";"7.13";"None";"4.38";"3.94";"2";"MOL";"-1";"13";"3";"1";"0";"430.6904";"-0.44";"NEUTRAL";"C6HBr4N3";"Brc1c(Br)c(Br)c2[nH]nnc2c1Br";"OMZYUVOATZSGJY-UHFFFAOYSA-N"
"CHEMBL501515";"GINSENOSIDE RB1";"Ginsenoside Rb1";"Small molecule";"";"1109.31";"20";"43";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1108.6029";"None";"None";"C54H92O23";"CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C";"GZYPWOGIYAIIPV-JBDTYSNRSA-N"
"CHEMBL301283";"";"";"Small molecule";"";"271.11";"3";"7";"2.81";"84.06";"5";"3";"0";"2";"N";"0.78";"12.49";"2.68";"3.43";"3.43";"2";"MOL";"-1";"17";"5";"4";"0";"270.0075";"-1.42";"NEUTRAL";"C10H8Cl2N4O";"Nc1nc(O)cc(Nc2cc(Cl)cc(Cl)c2)n1";"RRVGSKJQAFDHMO-UHFFFAOYSA-N"
"CHEMBL4102345";"";"";"Small molecule";"";"563.53";"2";"5";"2.17";"115.89";"6";"2";"1";"11";"N";"0.41";"9.33";"6.31";"1.90";"1.87";"2";"MOL";"-1";"35";"9";"2";"1";"562.0878";"-1.47";"NEUTRAL";"C22H28Cl2N4O5S2";"O=C(CCNS(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCCNS(=O)(=O)c2ccc(Cl)cc2)CC1";"KOLWOXOZOZVJNT-UHFFFAOYSA-N"
"CHEMBL4087856";"";"";"Small molecule";"";"600.76";"2";"5";"1.38";"135.74";"10";"2";"1";"16";"N";"0.27";"9.97";"7.24";"0.79";"0.56";"2";"MOL";"-1";"40";"12";"2";"2";"600.2288";"-0.84";"NEUTRAL";"C26H40N4O8S2";"COc1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC";"BSDJURSNISZSCH-UHFFFAOYSA-N"
"CHEMBL4103386";"";"";"Small molecule";"";"570.78";"2";"4";"3.32";"98.82";"6";"2";"1";"13";"N";"0.31";"9.98";"7.24";"3.58";"3.35";"3";"MOL";"-1";"39";"8";"2";"1";"570.2334";"-0.98";"NEUTRAL";"C29H38N4O4S2";"Cc1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(-c4ccccc4)cc3)CC2)cc1";"OPLKMYDRMPKRIS-UHFFFAOYSA-N"
"CHEMBL51501";"";"";"Small molecule";"";"295.13";"4";"9";"2.94";"92.51";"5";"3";"0";"2";"N";"0.68";"4.75";"2.11";"2.61";"1.71";"1";"MOL";"-1";"19";"6";"4";"0";"294.0187";"-1.43";"ACID";"C11H8Cl2N6";"Nc1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2ncnc1-2";"QAYWNNKVCPTPMF-UHFFFAOYSA-N"
"CHEMBL4061193";"";"";"Small molecule";"";"423.51";"2";"4";"5.95";"46.61";"3";"0";"1";"5";"N";"0.38";"None";"None";"6.20";"6.20";"3";"MOL";"-1";"32";"4";"0";"1";"423.1834";"-0.74";"NEUTRAL";"C28H25NO3";"CCOC(=O)c1ccc(/C=C2/C=C(c3ccccc3)N(c3ccc(C)cc3C)C2=O)cc1";"VEKLXLPNIVDMMT-ULJHMMPZSA-N"
"CHEMBL4438480";"";"";"Unknown";"";"257.32";"2";"2";"2.95";"61.03";"5";"1";"0";"2";"N";"0.77";"None";"5.38";"2.53";"2.52";"3";"MOL";"-1";"18";"4";"2";"0";"257.0623";"-0.92";"NEUTRAL";"C13H11N3OS";"COc1ccccc1-c1nc2cc(N)ncc2s1";"GHLWRXIUKBADKW-UHFFFAOYSA-N"
"CHEMBL178590";"";"";"Small molecule";"";"276.31";"10";"11";"2.21";"71.44";"3";"1";"0";"4";"N";"0.93";"3.38";"None";"2.40";"-1.01";"2";"MOL";"-1";"19";"4";"1";"0";"276.0456";"-0.89";"ACID";"C14H12O4S";"O=C(O)CS(=O)(=O)c1ccc(-c2ccccc2)cc1";"LXRDFDDOMVFUNV-UHFFFAOYSA-N"
"CHEMBL1092552";"";"";"Small molecule";"";"363.35";"3";"6";"3.48";"84.08";"4";"2";"0";"3";"N";"0.55";"13.31";"2.69";"4.65";"4.65";"4";"MOL";"-1";"27";"6";"2";"0";"363.1019";"-1.05";"NEUTRAL";"C20H14FN3O3";"COc1cccc2c(=O)c3cc(F)cc(C(=O)Nc4ccccn4)c3[nH]c12";"RFHWYDAWPAYOAS-UHFFFAOYSA-N"
"CHEMBL3114565";"";"";"Small molecule";"";"535.69";"3";"6";"2.98";"162.59";"10";"5";"1";"18";"N";"0.18";"10.23";"0.85";"3.53";"3.53";"2";"MOL";"-1";"38";"11";"5";"2";"535.3370";"0.29";"NEUTRAL";"C27H45N5O6";"CCCCCCCCCCCCCCCCNc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2c(=O)[nH]1";"REJFWRMELDTHII-VJUOEERUSA-N"
"CHEMBL4064427";"";"";"Small molecule";"";"466.63";"2";"5";"0.95";"98.82";"6";"2";"0";"11";"N";"0.48";"9.88";"6.97";"1.36";"1.22";"2";"MOL";"-1";"31";"8";"2";"0";"466.1708";"-1.19";"NEUTRAL";"C21H30N4O4S2";"O=S(=O)(NCCCN1CCN(CCNS(=O)(=O)c2ccccc2)CC1)c1ccccc1";"OQRRDAZLHKHEPQ-UHFFFAOYSA-N"
"CHEMBL1813567";"";"";"Small molecule";"";"842.03";"2";"2";"7.34";"191.12";"10";"4";"2";"9";"N";"0.13";"3.82";"5.08";"5.54";"5.95";"4";"MOL";"-1";"60";"14";"4";"3";"841.3720";"-0.02";"ACID";"C45H55N5O9S";"CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)/C=C/CCCS(=O)(=O)NC1=O";"GQWXKFJRXYSFII-SWQTWPRUSA-N"
"CHEMBL1351362";"";"";"Small molecule";"";"329.79";"31";"36";"3.92";"60.06";"4";"1";"0";"4";"N";"0.79";"None";"None";"3.52";"3.52";"3";"MOL";"-1";"23";"5";"1";"0";"329.0931";"-2.18";"NEUTRAL";"C17H16ClN3O2";"CC(C)NC(=O)c1cc(-c2ccco2)nn1-c1ccc(Cl)cc1";"JRQPHAYPLDKISU-UHFFFAOYSA-N"
"CHEMBL53890";"";"";"Small molecule";"";"243.23";"4";"5";"1.51";"106.95";"6";"4";"0";"2";"N";"0.51";"9.77";"1.71";"1.77";"1.77";"3";"MOL";"-1";"18";"7";"4";"0";"243.0756";"-0.85";"NEUTRAL";"C11H9N5O2";"Oc1ccc(Nc2nc(O)c3[nH]cnc3n2)cc1";"UCRYOFLEQOTQFN-UHFFFAOYSA-N"
"CHEMBL2059287";"";"";"Small molecule";"";"438.74";"1";"3";"8.79";"17.07";"1";"0";"1";"5";"N";"0.39";"None";"None";"8.66";"8.66";"0";"MOL";"-1";"32";"1";"0";"1";"438.3862";"3.45";"NEUTRAL";"C31H50O";"C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C";"FIBGAYXHSCIKKR-QIAQEWGPSA-N"
"CHEMBL3932045";"";"";"Small molecule";"";"352.38";"2";"5";"3.01";"107.37";"7";"4";"0";"3";"N";"0.33";"8.50";"2.21";"3.98";"3.95";"4";"MOL";"-1";"25";"7";"4";"0";"352.0630";"-1.31";"NEUTRAL";"C17H12N4O3S";"O=C(NNc1ncnc2sc3ccccc3c12)c1cc(O)ccc1O";"LHYHWFYMGMKTJF-UHFFFAOYSA-N"
"CHEMBL1734606";"";"Prim-O-Glucosylcimifugin";"Small molecule";"";"468.46";"5";"8";"-0.81";"168.28";"11";"5";"1";"6";"N";"0.36";"12.21";"None";"-1.15";"-1.15";"2";"MOL";"-1";"33";"11";"5";"1";"468.1632";"2.54";"NEUTRAL";"C22H28O11";"COc1c2c(cc3oc(CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(=O)c13)O[C@H](C(C)(C)O)C2";"XIUVHOSBSDYXRG-UVTAEQIVSA-N"
"CHEMBL4104740";"";"";"Small molecule";"";"592.87";"2";"7";"3.94";"98.82";"6";"2";"1";"12";"N";"0.36";"10.05";"7.24";"4.51";"4.28";"2";"MOL";"-1";"40";"8";"2";"1";"592.3117";"-0.96";"NEUTRAL";"C30H48N4O4S2";"CC(C)(C)c1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(C(C)(C)C)cc3)CC2)cc1";"GTUSSZBJTPKWSQ-UHFFFAOYSA-N"
"CHEMBL1491676";"";"";"Small molecule";"";"401.51";"43";"58";"4.56";"74.06";"8";"0";"0";"6";"N";"0.35";"None";"2.29";"4.51";"4.51";"4";"MOL";"-1";"27";"6";"0";"0";"401.0868";"-2.89";"NEUTRAL";"C19H19N3O3S2";"CCc1cc2c(=O)n(Cc3ccco3)c(SCc3c(C)noc3C)nc2s1";"YNXMUUVYVNXPMH-UHFFFAOYSA-N"
"CHEMBL1813735";"";"";"Small molecule";"";"856.05";"1";"1";"7.73";"191.12";"10";"4";"2";"9";"N";"0.13";"3.82";"5.08";"5.98";"6.40";"4";"MOL";"-1";"61";"14";"4";"3";"855.3877";"-0.04";"ACID";"C46H57N5O9S";"CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)/C=C\CCCCS(=O)(=O)NC1=O";"HBQIBMRYTBMZHW-JULDKPNZSA-N"
"CHEMBL560392";"";"";"Small molecule";"";"322.32";"1";"2";"2.37";"106.49";"6";"3";"0";"4";"N";"0.64";"7.33";"7.95";"2.11";"2.15";"3";"MOL";"-1";"24";"6";"3";"0";"322.0954";"-0.20";"NEUTRAL";"C18H14N2O4";"N#Cc1cccc(CNCc2cc(=O)c3c(O)c(O)ccc3o2)c1";"SJTMNPKKSBGJOA-UHFFFAOYSA-N"
"CHEMBL2011804";"";"";"Small molecule";"";"374.44";"5";"6";"5.59";"82.26";"2";"4";"1";"4";"N";"0.48";"11.17";"None";"5.29";"5.29";"3";"MOL";"-1";"28";"6";"4";"1";"374.1743";"-1.22";"NEUTRAL";"C22H22N4O2";"Cc1ccccc1NC(=O)Nc1cccc(NC(=O)Nc2ccccc2C)c1";"QPRZJIMXMVWCAO-UHFFFAOYSA-N"
"CHEMBL1563898";"";"";"Small molecule";"";"365.30";"63";"97";"3.59";"134.04";"7";"3";"0";"2";"N";"0.21";"8.03";"None";"2.43";"2.34";"2";"MOL";"-1";"27";"8";"3";"0";"365.0536";"0.43";"NEUTRAL";"C19H11NO7";"O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3[N+](=O)[O-])c-2cc1O";"ZULBKXYQNMBEJG-UHFFFAOYSA-N"
"CHEMBL1310699";"";"";"Small molecule";"";"373.41";"49";"66";"4.82";"81.16";"5";"1";"0";"4";"N";"0.55";"None";"None";"3.91";"3.91";"4";"MOL";"-1";"28";"6";"1";"0";"373.1426";"-1.13";"NEUTRAL";"C22H19N3O3";"O=C(NC1CCCC1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1";"KVIJGHOCSOYHKK-UHFFFAOYSA-N"
"CHEMBL51613";"";"";"Small molecule";"";"296.12";"9";"17";"3.06";"86.72";"5";"3";"0";"2";"N";"0.68";"4.81";"None";"3.14";"2.23";"1";"MOL";"-1";"19";"6";"3";"0";"295.0028";"-1.33";"ACID";"C11H7Cl2N5O";"Oc1[nH]c(Nc2ccc(Cl)c(Cl)c2)nc2ncnc1-2";"RZBANNTZMKJFNR-UHFFFAOYSA-N"
"CHEMBL3983404";"";"";"Small molecule";"";"326.39";"2";"5";"2.12";"92.69";"7";"2";"0";"3";"N";"0.72";"11.37";"3.14";"2.38";"2.38";"3";"MOL";"-1";"23";"7";"2";"0";"326.0950";"-2.48";"NEUTRAL";"C15H14N6OS";"O=C(NNc1ncnc2sc3c(c12)CCCC3)c1cnccn1";"OBBIPZBLAXTBEB-UHFFFAOYSA-N"
"CHEMBL3120370";"";"";"Small molecule";"";"446.46";"1";"7";"4.06";"146.64";"7";"3";"0";"7";"N";"0.22";"3.86";"4.99";"2.21";"0.28";"4";"MOL";"-1";"33";"9";"5";"0";"446.1590";"-0.94";"ACID";"C24H22N4O5";"COc1ccc([N+](=O)[O-])cc1Cn1cc(CC(=O)O)c2ccc(-c3cc(N)cc(N)c3)cc21";"TWAXPCWGTXLAOX-UHFFFAOYSA-N"
"CHEMBL522790";"";"";"Small molecule";"";"328.37";"3";"7";"4.24";"61.96";"2";"2";"0";"2";"N";"0.54";"None";"None";"5.80";"5.80";"4";"MOL";"-1";"25";"4";"2";"0";"328.1212";"-0.93";"NEUTRAL";"C21H16N2O2";"Cc1cccc(NC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)c1";"XAAXXGCWDLWANZ-UHFFFAOYSA-N"
"CHEMBL521010";"";"";"Small molecule";"";"306.37";"1";"3";"3.31";"53.17";"2";"1";"0";"1";"N";"0.70";"None";"None";"4.35";"4.35";"3";"MOL";"-1";"23";"4";"1";"0";"306.1368";"-0.63";"NEUTRAL";"C19H18N2O2";"O=C(c1cccc2c(=O)c3ccccc3[nH]c12)N1CCCCC1";"GKOKLGAABWVELR-UHFFFAOYSA-N"
"CHEMBL63354";"AMENTOFLAVONE";"Amentoflavone";"Small molecule";"";"538.46";"103";"207";"5.13";"181.80";"10";"6";"3";"3";"N";"0.18";"6.09";"None";"5.09";"2.95";"6";"MOL";"-1";"40";"10";"6";"3";"538.0900";"1.23";"ACID";"C30H18O10";"O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12";"YUSWMAULDXZHPY-UHFFFAOYSA-N"
"CHEMBL4175014";"";"";"Small molecule";"";"558.68";"11";"32";"6.16";"71.51";"8";"0";"2";"12";"N";"0.20";"None";"7.76";"5.88";"5.34";"4";"MOL";"-1";"41";"8";"0";"2";"558.2730";"-0.57";"NEUTRAL";"C33H38N2O6";"CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3c(OC)cc(OC)cc3n2)cc1";"YXTIUOGLXGCFRY-UHFFFAOYSA-N"
"CHEMBL4573145";"";"";"Unknown";"";"256.33";"2";"2";"3.76";"35.01";"4";"0";"0";"3";"N";"0.72";"None";"1.16";"3.12";"3.12";"3";"MOL";"-1";"18";"3";"0";"0";"256.0670";"-1.75";"NEUTRAL";"C14H12N2OS";"CCOc1ccccc1-c1nc2cnccc2s1";"FCLVYKQTRKYRLT-UHFFFAOYSA-N"
"CHEMBL1425797";"";"";"Small molecule";"";"450.49";"20";"25";"5.24";"106.01";"7";"1";"1";"9";"N";"0.35";"7.41";"None";"3.94";"3.64";"3";"MOL";"-1";"33";"8";"1";"1";"450.1791";"-1.39";"NEUTRAL";"C25H26N2O6";"CCCCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2cc(C)on2)cc1";"XGCGUXPBAZEMKX-UHFFFAOYSA-N"
"CHEMBL1469579";"";"";"Small molecule";"";"280.32";"51";"85";"3.27";"54.37";"3";"1";"0";"3";"N";"0.69";"9.64";"None";"4.24";"4.24";"2";"MOL";"-1";"21";"3";"1";"0";"280.1099";"0.14";"NEUTRAL";"C18H16O3";"Cc1ccc(/C=C/C(=O)c2ccccc(=O)c2O)cc1C";"QIEAHZISEDAALX-MDZDMXLPSA-N"
"CHEMBL1458120";"";"";"Small molecule";"";"435.48";"13";"16";"5.14";"93.12";"6";"1";"1";"9";"N";"0.37";"9.08";"None";"3.46";"3.45";"3";"MOL";"-1";"32";"7";"1";"1";"435.1682";"-1.31";"NEUTRAL";"C25H25NO6";"CCCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2ccco2)cc1";"POSXQJOKESEPML-UHFFFAOYSA-N"
